frame,cam1_detected,cam1_x_px,cam1_y_px,cam2_detected,cam2_x_px,cam2_y_px,court_x_m,court_y_m,court_z_m,source
868,0,,,1,1721.7,1184.3,5.740,3.176,,side-2
869,0,,,1,1734.8,1176.4,5.681,3.036,,side-2
870,0,,,1,1735.4,1164.5,5.684,2.816,,side-2
871,0,,,1,1729.4,1099.4,5.751,1.525,,side-2
872,0,,,0,,,,,,lost
873,0,,,1,1729.3,1102.0,5.750,1.579,,side-2
874,0,,,1,1727.9,1096.1,5.761,1.455,,side-2
875,0,,,1,1725.5,1104.5,5.768,1.629,,side-2
876,0,,,1,1733.2,1117.4,5.720,1.898,,side-2
877,0,,,1,1724.3,1136.7,5.755,2.281,,side-2
878,0,,,1,1717.2,1140.6,5.788,2.355,,side-2
879,0,,,1,1710.2,1148.2,5.818,2.498,,side-2
880,0,,,1,1713.0,1124.9,5.819,2.042,,side-2
881,0,,,1,1712.4,1125.2,5.822,2.047,,side-2
882,0,,,1,1731.6,1096.8,5.741,1.470,,side-2
883,1,2418.8,1548.8,1,1705.9,1044.2,6.862,12.578,,side-1
884,0,,,1,1702.0,999.8,5.977,-0.811,,side-2
885,1,2297.4,1947.5,1,1684.5,916.9,5.725,5.429,1.774,both (3D)
886,1,2299.6,1715.6,0,,,6.261,10.931,,side-1
887,1,2307.0,1532.6,1,1642.1,812.0,6.462,12.760,,side-1
888,1,2312.1,1352.0,1,1626.7,741.7,6.709,15.086,,side-1
889,1,2311.8,1189.9,1,1605.0,677.3,6.974,17.828,,side-1
890,1,2318.3,1062.6,1,1617.3,740.8,5.893,7.773,2.919,both (3D)
891,1,2322.4,952.5,1,1557.0,623.3,7.615,23.716,,side-1
892,1,2328.5,855.7,0,,,8.004,27.173,,side-1
893,1,2321.8,781.6,1,1527.5,574.7,8.286,30.473,,side-1
894,1,2331.4,707.5,1,1520.6,580.3,6.066,8.928,3.600,both (3D)
895,1,2326.4,660.6,1,1487.9,562.7,6.113,9.329,3.685,both (3D)
896,1,2328.7,618.8,1,1472.2,555.9,6.139,9.647,3.749,both (3D)
897,1,2323.2,589.4,1,1466.1,555.1,6.140,9.913,3.789,both (3D)
898,1,2322.1,571.9,1,1437.1,558.3,6.181,10.260,3.810,both (3D)
899,1,2324.2,561.6,1,1350.1,637.5,6.304,11.353,3.729,both (3D)
900,1,2321.7,562.9,1,1407.5,575.0,6.223,10.633,3.802,both (3D)
901,1,2323.4,576.7,0,,,9.743,44.897,,side-1
902,1,2319.9,592.1,0,,,9.555,43.399,,side-1
903,1,2322.2,620.5,0,,,9.328,40.873,,side-1
904,1,2315.6,646.7,1,1275.9,806.3,9.053,38.763,,side-1
905,1,2320.6,681.2,0,,,8.855,36.279,,side-1
906,1,2315.5,741.9,1,1211.4,1008.6,8.441,32.556,,side-1
907,1,2310.6,770.2,1,1177.5,1155.0,8.253,31.043,,side-1
908,1,2310.7,820.6,1,1161.4,1286.6,8.021,28.649,,side-1
909,1,2307.5,881.5,1,1125.0,1462.4,7.758,26.168,,side-1
910,1,2310.1,945.9,1,1088.5,1653.3,7.558,23.926,,side-1
911,1,2306.9,1002.3,1,1065.0,1886.2,6.622,14.483,1.666,both (3D)
912,1,2305.7,1065.4,1,1103.3,1672.1,7.207,20.557,,side-1
913,0,,,1,2081.1,1143.0,3.975,2.536,,side-2
914,0,,,0,,,,,,lost
915,0,,,0,,,,,,lost
916,0,,,1,2136.6,975.5,3.444,-1.217,,side-2
917,1,2287.4,1221.1,0,,,6.800,17.240,,side-1
918,0,,,1,2171.3,1140.0,3.526,2.513,,side-2
919,0,,,0,,,,,,lost
920,1,2299.7,1019.0,0,,,7.287,21.762,,side-1
921,1,2300.9,976.8,1,2206.5,979.5,7.408,22.967,,side-1
922,1,2300.4,929.3,1,2221.8,964.4,7.548,24.470,,side-1
923,1,2298.5,889.5,0,,,7.667,25.867,,side-1
924,1,2300.8,863.5,1,2233.5,971.7,7.777,26.859,,side-1
925,1,2300.5,832.4,0,,,7.896,28.135,,side-1
926,1,2297.7,826.3,0,,,7.901,28.398,,side-1
927,1,2299.5,805.6,1,2265.8,927.5,8.002,29.328,,side-1
928,1,2300.5,801.0,1,2260.4,2127.1,8.030,29.540,,side-1
929,1,2298.4,795.6,0,,,8.037,29.792,,side-1
930,1,2298.0,798.5,0,,,8.021,29.656,,side-1
931,1,2297.9,803.7,0,,,7.998,29.415,,side-1
932,1,2294.4,821.3,0,,,7.897,28.619,,side-1
933,1,2292.7,834.2,0,,,7.832,28.057,,side-1
934,1,2292.6,856.4,0,,,7.745,27.139,,side-1
935,1,2287.5,881.4,0,,,7.620,26.165,,side-1
936,1,2289.5,919.5,1,2213.5,863.4,7.508,24.799,,side-1
937,1,2290.4,944.5,1,2205.9,860.9,7.437,23.968,,side-1
938,1,2291.2,990.0,0,,,7.313,22.577,,side-1
939,1,2285.6,1033.8,0,,,7.168,21.362,,side-1
940,1,2280.5,1080.5,0,,,7.033,20.189,,side-1
941,1,2283.2,1099.7,0,,,7.006,19.736,,side-1
942,1,2288.6,1071.6,0,,,7.097,20.405,,side-1
943,1,2288.9,1018.1,0,,,7.226,21.786,,side-1
944,1,2297.1,985.6,0,,,7.360,22.705,,side-1
945,1,2294.9,948.4,1,2280.0,922.6,7.454,23.844,,side-1
946,1,2295.7,928.5,0,,,7.520,24.495,,side-1
947,1,2296.4,918.9,0,,,7.555,24.820,,side-1
948,1,2298.8,896.3,0,,,7.646,25.618,,side-1
949,1,2300.8,893.5,0,,,7.669,25.721,,side-1
950,1,2305.6,892.9,0,,,7.703,25.741,,side-1
951,1,2306.5,896.2,0,,,7.698,25.623,,side-1
952,1,2309.9,896.3,0,,,7.721,25.620,,side-1
953,1,2313.2,910.8,0,,,7.693,25.102,,side-1
954,1,2318.8,920.7,0,,,7.696,24.760,,side-1
955,1,2316.8,933.8,0,,,7.640,24.321,,side-1
956,1,2320.3,962.7,0,,,7.571,23.397,,side-1
957,1,1416.3,1329.3,0,,,2.831,15.424,,side-1
958,0,,,0,,,,,,lost
959,0,,,0,,,,,,lost
960,0,,,0,,,,,,lost
961,0,,,0,,,,,,lost
962,0,,,1,2167.6,960.0,3.233,-1.621,,side-2
963,1,2370.0,973.6,1,2164.6,970.4,7.844,23.068,,side-1
964,0,,,0,,,,,,lost
965,0,,,0,,,,,,lost
966,1,1446.0,1065.0,0,,,2.434,20.528,,side-1
967,1,1431.9,1066.4,0,,,2.360,20.493,,side-1
968,0,,,0,,,,,,lost
969,0,,,0,,,,,,lost
970,1,2425.2,983.7,0,,,8.148,22.770,,side-1
971,1,2424.4,998.2,0,,,8.091,22.349,,side-1
972,1,2447.4,981.1,0,,,8.294,22.850,,side-1
973,1,2448.9,982.4,1,2312.2,958.1,8.298,22.810,,side-1
974,1,2451.3,1004.5,1,2782.5,1912.5,8.230,22.173,,side-1
975,1,2455.0,1003.2,0,,,8.257,22.210,,side-1
976,1,2443.6,1004.9,0,,,8.182,22.160,,side-1
977,1,2436.5,1000.2,1,2369.6,947.2,8.157,22.293,,side-1
978,1,2421.4,1014.7,0,,,8.016,21.885,,side-1
979,1,2412.6,1008.0,0,,,7.987,22.071,,side-1
980,1,2398.9,994.7,0,,,7.950,22.447,,side-1
981,1,2382.4,979.7,0,,,7.900,22.886,,side-1
982,1,2392.5,978.8,0,,,7.965,22.912,,side-1
983,1,2370.1,962.6,0,,,7.882,23.402,,side-1
984,1,2359.4,954.1,0,,,7.844,23.670,,side-1
985,1,2351.8,942.0,0,,,7.837,24.055,,side-1
986,1,2351.9,940.7,0,,,7.843,24.099,,side-1
987,1,2343.8,926.3,0,,,7.841,24.575,,side-1
988,1,2336.9,923.7,0,,,7.805,24.661,,side-1
989,1,2331.6,920.3,0,,,7.782,24.778,,side-1
990,1,2346.6,924.6,0,,,7.865,24.631,,side-1
991,1,2344.9,924.4,0,,,7.855,24.638,,side-1
992,1,2339.5,920.3,0,,,7.834,24.778,,side-1
993,1,2324.1,917.2,0,,,7.743,24.883,,side-1
994,1,2325.2,916.3,0,,,7.754,24.914,,side-1
995,1,2313.8,915.1,0,,,7.682,24.955,,side-1
996,1,2306.4,925.3,0,,,7.600,24.606,,side-1
997,1,2302.0,929.8,0,,,7.557,24.454,,side-1
998,1,2298.5,948.7,0,,,7.476,23.834,,side-1
999,1,2297.8,968.7,0,,,7.413,23.211,,side-1
1000,1,2286.2,1003.1,0,,,7.248,22.201,,side-1
1001,1,2277.7,1038.2,0,,,7.112,21.247,,side-1
1002,1,2270.6,1086.3,0,,,6.966,20.050,,side-1
1003,1,2268.9,1115.3,0,,,6.898,19.382,,side-1
1004,1,2256.9,1170.8,0,,,6.735,18.206,,side-1
1005,1,2248.2,1204.9,0,,,6.636,17.541,,side-1
1006,1,2249.4,1157.5,0,,,6.720,18.476,,side-1
1007,1,2250.2,1125.8,0,,,6.779,19.150,,side-1
1008,1,2249.1,1105.9,0,,,6.811,19.595,,side-1
1009,1,2250.0,1087.6,0,,,6.851,20.018,,side-1
1010,1,2245.9,1073.6,0,,,6.856,20.352,,side-1
1011,1,2244.2,1064.1,0,,,6.866,20.587,,side-1
1012,1,2238.9,1053.7,0,,,6.857,20.846,,side-1
1013,1,2208.7,1046.2,0,,,6.700,21.036,,side-1
1014,1,2194.7,1053.5,0,,,6.608,20.850,,side-1
1015,1,2157.4,1065.8,0,,,6.378,20.539,,side-1
1016,1,2111.0,1070.7,0,,,6.114,20.419,,side-1
1017,1,2065.3,1090.1,1,1754.5,1816.1,5.842,19.952,,side-1
1018,1,2008.0,1123.1,1,1650.6,1964.0,5.443,14.033,1.267,both (3D)
1019,1,1950.5,1155.2,1,1769.7,1784.3,5.203,13.239,1.333,both (3D)
1020,1,1890.1,1200.7,1,1860.1,1644.6,4.984,12.448,1.363,both (3D)
1021,1,1821.5,1264.4,1,2086.1,1374.7,4.577,16.468,,side-1
1022,1,1729.0,1338.9,1,2020.9,1441.1,4.494,10.801,1.335,both (3D)
1023,1,1645.3,1431.4,1,2190.7,1272.3,4.098,9.621,1.446,both (3D)
1024,1,1539.5,1540.7,1,2137.4,1323.7,3.589,12.677,,side-1
1025,1,1430.1,1673.3,1,2280.0,1200.0,3.646,8.180,1.267,both (3D)
1026,1,1307.6,1823.7,1,2302.5,1203.7,3.453,7.573,1.095,both (3D)
1027,1,1172.9,2012.6,1,2326.6,1197.4,3.258,6.863,0.925,both (3D)
1028,1,1308.8,1830.0,1,2331.1,1209.4,3.400,7.637,1.070,both (3D)
1029,0,,,1,2376.0,1199.6,2.655,3.662,,side-2
1030,0,,,1,2380.2,1210.2,2.658,3.842,,side-2
1031,0,,,1,2413.8,1217.9,2.521,3.981,,side-2
1032,0,,,1,2437.2,1217.8,2.414,3.987,,side-2
1033,0,,,1,2444.0,1229.2,2.410,4.177,,side-2
1034,0,,,0,,,,,,lost
1035,0,,,0,,,,,,lost
1036,0,,,0,,,,,,lost
1037,0,,,1,2542.6,971.3,1.093,-1.112,,side-2
1038,0,,,1,2551.9,953.9,0.962,-1.574,,side-2
1039,0,,,1,2551.5,948.4,0.939,-1.726,,side-2
1040,0,,,1,2547.5,941.7,0.931,-1.914,,side-2
1041,0,,,1,2491.7,933.7,1.226,-2.173,,side-2
1042,1,2189.9,1567.5,1,2501.4,938.9,5.995,12.377,,side-1
1043,1,1436.2,1098.7,1,2436.9,935.3,2.464,19.727,,side-1
1044,1,703.8,1977.3,1,2444.7,935.6,2.633,5.540,1.661,both (3D)
1045,1,929.0,1760.5,1,2385.0,971.3,2.935,6.367,1.732,both (3D)
1046,1,1114.4,1583.0,1,2380.9,963.0,3.122,7.126,1.892,both (3D)
1047,1,1283.1,1442.2,1,2256.4,1061.7,2.473,13.851,,side-1
1048,1,1414.8,1326.2,1,2304.9,1012.9,3.604,8.650,2.053,both (3D)
1049,1,1534.4,1232.0,1,2250.5,1066.9,3.856,9.455,2.078,both (3D)
1050,1,1642.7,1160.6,1,2188.7,1131.5,4.114,10.230,2.081,both (3D)
1051,1,1733.2,1100.9,1,2137.3,1177.6,4.334,10.861,2.113,both (3D)
1052,1,1816.8,1052.9,1,2066.2,1278.8,4.579,11.683,2.073,both (3D)
1053,1,1945.6,1072.8,1,1546.2,1564.4,5.198,20.359,,side-1
1054,1,2081.2,1087.5,1,1362.2,1660.3,5.931,20.014,,side-1
1055,1,1761.5,1074.7,0,,,4.185,20.305,,side-1
1056,1,2333.9,1153.4,1,1318.5,1641.0,6.449,12.608,1.479,both (3D)
1057,1,2445.0,1188.9,1,1126.8,1750.4,6.894,12.830,1.291,both (3D)
1058,1,2550.0,1229.9,1,934.6,1855.5,7.330,13.001,1.095,both (3D)
1059,1,2658.7,1286.2,1,738.3,1989.5,7.786,13.166,0.831,both (3D)
1060,1,2743.6,1316.7,1,541.9,2125.8,8.186,13.452,0.630,both (3D)
1061,1,2838.7,1374.6,1,1968.8,1805.8,8.913,14.760,,side-1
1062,1,2910.2,1427.2,1,558.7,2124.6,9.047,14.039,,side-1
1063,1,2967.9,1407.6,0,,,9.349,14.300,,side-1
1064,1,3028.1,1352.6,1,2065.9,1774.8,9.806,15.080,,side-1
1065,1,3077.5,1315.0,0,,,10.179,15.653,,side-1
1066,1,3139.4,1259.3,0,,,10.724,16.572,,side-1
1067,1,3153.1,1249.9,0,,,10.837,16.736,,side-1
1068,1,3114.3,1286.6,0,,,10.475,16.111,,side-1
1069,1,3097.6,1324.6,1,2479.6,947.9,10.227,15.503,,side-1
1070,1,3040.2,1382.7,0,,,9.742,14.645,,side-1
1071,1,2989.8,1444.7,1,1976.3,1511.3,9.315,13.811,,side-1
1072,1,2970.6,1454.5,0,,,9.206,13.687,,side-1
1073,1,2956.1,1425.7,1,2419.9,1092.0,9.240,14.059,,side-1
1074,1,2938.1,1396.4,0,,,9.262,14.454,,side-1
1075,1,2910.7,1353.7,0,,,9.292,15.063,,side-1
1076,1,2909.2,1355.1,1,2517.7,1017.8,9.281,15.042,,side-1
1077,1,2893.4,1341.8,0,,,9.258,15.240,,side-1
1078,1,2876.1,1338.4,0,,,9.194,15.291,,side-1
1079,1,2862.1,1338.7,0,,,9.132,15.287,,side-1
1080,1,2845.9,1341.8,1,2077.6,1406.1,9.051,15.240,,side-1
1081,1,2829.4,1357.6,1,2347.1,957.1,8.927,15.006,,side-1
1082,1,2802.7,1382.6,0,,,8.736,14.646,,side-1
1083,1,2787.0,1404.5,1,2339.3,946.7,8.606,14.343,,side-1
1084,1,2770.3,1441.3,0,,,8.437,13.857,,side-1
1085,1,2737.5,1476.3,0,,,8.218,13.417,,side-1
1086,1,2724.4,1467.0,0,,,8.189,13.532,,side-1
1087,1,2707.1,1458.1,0,,,8.141,13.643,,side-1
1088,1,2681.1,1436.1,0,,,8.089,13.924,,side-1
1089,1,2665.4,1433.5,1,2335.1,952.5,8.031,13.957,,side-1
1090,1,2640.1,1430.2,1,2329.0,954.6,7.936,14.000,,side-1
1091,1,2619.9,1424.3,0,,,7.867,14.079,,side-1
1092,1,2605.2,1434.4,0,,,7.785,13.946,,side-1
1093,1,2585.5,1453.9,0,,,7.664,13.696,,side-1
1094,1,2567.6,1463.1,0,,,7.575,13.581,,side-1
1095,1,2539.0,1502.6,0,,,7.389,13.103,,side-1
1096,1,2513.8,1515.0,0,,,7.271,12.959,,side-1
1097,1,2488.9,1492.5,0,,,7.213,13.223,,side-1
1098,1,2472.2,1488.4,0,,,7.155,13.272,,side-1
1099,1,2447.3,1476.9,0,,,7.076,13.412,,side-1
1100,1,2432.6,1481.4,0,,,7.011,13.357,,side-1
1101,1,2414.4,1496.1,0,,,6.918,13.181,,side-1
1102,1,2395.5,1512.6,0,,,6.823,12.988,,side-1
1103,1,2373.4,1533.2,1,2368.2,832.5,6.712,12.753,,side-1
1104,1,2343.9,1526.2,0,,,6.609,12.832,,side-1
1105,1,2328.7,1518.9,0,,,6.560,12.916,,side-1
1106,1,2312.2,1520.2,0,,,6.496,12.901,,side-1
1107,1,2299.1,1520.6,0,,,6.446,12.896,,side-1
1108,1,2275.3,1532.7,0,,,6.343,12.759,,side-1
1109,1,2255.1,1540.2,0,,,6.260,12.676,,side-1
1110,1,2235.1,1549.9,0,,,6.176,12.568,,side-1
1111,1,2211.7,1548.3,0,,,6.091,12.586,,side-1
1112,1,2191.4,1548.8,0,,,6.015,12.581,,side-1
1113,1,2178.9,1556.2,0,,,5.962,12.500,,side-1
1114,1,2160.0,1563.7,0,,,5.888,12.419,,side-1
1115,1,2137.0,1558.5,0,,,5.806,12.475,,side-1
1116,1,2123.9,1558.7,0,,,5.758,12.473,,side-1
1117,1,2104.6,1565.6,1,1230.0,918.8,5.683,12.399,,side-1
1118,1,2080.2,1570.2,1,1233.8,943.5,5.591,12.350,,side-1
1119,1,2069.0,1569.0,0,,,5.550,12.362,,side-1
1120,1,2042.6,1577.4,0,,,5.451,12.273,,side-1
1121,1,2021.2,1576.2,0,,,5.373,12.286,,side-1
1122,1,2006.2,1578.7,0,,,5.318,12.261,,side-1
1123,1,1991.2,1585.5,0,,,5.261,12.189,,side-1
1124,0,,,0,,,,,,lost
1125,1,1954.7,1578.2,0,,,5.130,12.266,,side-1
1126,1,1934.3,1583.3,1,1782.8,2046.1,5.055,12.213,,side-1
1127,0,,,0,,,,,,lost
1128,1,1887.0,1587.2,0,,,4.884,12.172,,side-1
1129,1,1885.4,1585.1,0,,,4.878,12.194,,side-1
1130,1,1887.1,1580.3,0,,,4.884,12.245,,side-1
1131,1,1886.0,1582.6,0,,,4.880,12.221,,side-1
1132,0,,,1,1945.3,2125.2,4.870,12.407,,side-2
1133,1,1882.5,1539.0,0,,,4.866,12.692,,side-1
1134,1,1881.3,1535.2,0,,,4.862,12.735,,side-1
1135,0,,,0,,,,,,lost
1136,0,,,0,,,,,,lost
1137,0,,,0,,,,,,lost
1138,1,1890.5,1382.1,0,,,4.896,14.653,,side-1
1139,0,,,0,,,,,,lost
1140,0,,,0,,,,,,lost
1141,0,,,0,,,,,,lost
1142,1,1805.3,1027.6,0,,,4.402,21.502,,side-1
1143,0,,,0,,,,,,lost
1144,0,,,1,1887.1,2099.0,5.021,12.262,,side-2
1145,0,,,1,1881.0,2127.0,5.038,12.412,,side-2
1146,0,,,0,,,,,,lost
1147,0,,,0,,,,,,lost
1148,0,,,0,,,,,,lost
1149,0,,,0,,,,,,lost
1150,0,,,0,,,,,,lost
1151,0,,,1,1695.9,2127.0,5.523,12.397,,side-2
1152,1,1942.5,472.5,0,,,5.622,57.915,,side-1
1153,0,,,0,,,,,,lost
1154,0,,,0,,,,,,lost
1155,0,,,0,,,,,,lost
1156,0,,,0,,,,,,lost
1157,0,,,0,,,,,,lost
1158,1,1964.7,1223.3,0,,,5.250,17.193,,side-1
1159,0,,,0,,,,,,lost
1160,1,1971.6,1227.4,1,2650.7,1940.3,5.282,17.119,,side-1
1161,0,,,0,,,,,,lost
1162,0,,,0,,,,,,lost
1163,0,,,0,,,,,,lost
1164,0,,,0,,,,,,lost
1165,0,,,0,,,,,,lost
1166,1,1995.8,1181.7,0,,,5.417,17.983,,side-1
1167,0,,,0,,,,,,lost
1168,1,1971.5,1060.9,0,,,5.346,20.652,,side-1
1169,1,1972.4,1068.6,0,,,5.348,20.464,,side-1
1170,0,,,0,,,,,,lost
1171,0,,,0,,,,,,lost
1172,0,,,0,,,,,,lost
1173,0,,,0,,,,,,lost
1174,0,,,0,,,,,,lost
1175,1,1514.8,1035.1,0,,,2.748,21.288,,side-1
1176,1,1496.9,1034.1,0,,,2.644,21.313,,side-1
1177,1,2025.0,1117.6,0,,,5.604,19.324,,side-1
1178,1,1493.6,1037.3,0,,,2.632,21.229,,side-1
1179,0,,,0,,,,,,lost
1180,0,,,0,,,,,,lost
1181,0,,,0,,,,,,lost
1182,1,2103.4,1183.8,0,,,5.950,17.943,,side-1
1183,0,,,0,,,,,,lost
1184,1,1375.5,1318.5,0,,,2.634,15.589,,side-1
1185,0,,,0,,,,,,lost
1186,0,,,0,,,,,,lost
1187,0,,,0,,,,,,lost
1188,1,1669.6,559.5,0,,,2.343,46.353,,side-1
1189,1,2009.0,1094.5,0,,,5.534,19.847,,side-1
1190,1,2009.3,1073.9,1,2426.3,941.3,5.548,20.336,,side-1
1191,0,,,0,,,,,,lost
1192,0,,,0,,,,,,lost
1193,0,,,0,,,,,,lost
1194,0,,,0,,,,,,lost
1195,0,,,0,,,,,,lost
1196,0,,,0,,,,,,lost
1197,1,1968.7,1046.2,0,,,5.337,21.024,,side-1
1198,1,1985.2,1050.5,0,,,5.428,20.915,,side-1
1199,0,,,0,,,,,,lost
1200,1,1983.7,1057.4,0,,,5.416,20.741,,side-1
1201,1,1977.0,1035.5,0,,,5.390,21.303,,side-1
1202,1,2041.7,546.5,1,2396.2,948.7,6.687,47.972,,side-1
1203,1,2072.2,543.7,0,,,7.065,48.312,,side-1
1204,0,,,0,,,,,,lost
1205,0,,,0,,,,,,lost
1206,1,1897.4,1023.7,0,,,4.934,21.611,,side-1
1207,1,2184.7,560.7,0,,,8.293,46.481,,side-1
1208,1,1973.1,1090.6,1,2428.8,941.7,5.342,19.935,,side-1
1209,0,,,0,,,,,,lost
1210,0,,,0,,,,,,lost
1211,0,,,0,,,,,,lost
1212,1,1882.4,1028.8,0,,,4.847,21.473,,side-1
1213,1,1869.7,1019.2,1,2467.5,886.5,4.773,21.732,,side-1
1214,1,1857.2,1000.2,0,,,4.695,22.256,,side-1
1215,1,1837.5,989.9,0,,,4.575,22.549,,side-1
1216,1,1841.0,981.7,0,,,4.593,22.789,,side-1
1217,1,1833.6,990.0,0,,,4.551,22.547,,side-1
1218,1,1828.7,996.2,0,,,4.524,22.368,,side-1
1219,1,1838.2,1001.6,0,,,4.583,22.215,,side-1
1220,1,1845.2,1011.6,0,,,4.628,21.937,,side-1
1221,1,1879.9,970.2,0,,,4.828,23.137,,side-1
1222,1,1871.3,975.1,0,,,4.776,22.987,,side-1
1223,1,1866.3,983.7,0,,,4.747,22.732,,side-1
1224,1,1821.6,990.8,0,,,4.480,22.524,,side-1
1225,1,1805.3,989.7,0,,,4.381,22.552,,side-1
1226,1,1794.6,968.8,0,,,4.303,23.170,,side-1
1227,1,1782.1,967.1,0,,,4.225,23.223,,side-1
1228,1,1779.6,956.2,0,,,4.200,23.556,,side-1
1229,1,1776.2,944.9,0,,,4.170,23.915,,side-1
1230,1,1777.4,935.3,0,,,4.169,24.225,,side-1
1231,1,1779.4,927.1,0,,,4.175,24.499,,side-1
1232,1,1775.8,932.7,0,,,4.156,24.310,,side-1
1233,1,1767.6,938.0,0,,,4.109,24.136,,side-1
1234,1,1766.1,941.3,0,,,4.103,24.029,,side-1
1235,1,1760.2,955.8,0,,,4.079,23.569,,side-1
1236,1,1763.9,971.5,0,,,4.116,23.088,,side-1
1237,1,1760.5,986.5,0,,,4.109,22.643,,side-1
1238,1,1752.0,1008.1,0,,,4.078,22.030,,side-1
1239,1,1746.2,1046.2,0,,,4.078,21.013,,side-1
1240,1,1743.2,1075.9,0,,,4.086,20.276,,side-1
1241,1,1743.9,1121.3,0,,,4.126,19.232,,side-1
1242,1,1742.2,1162.8,0,,,4.147,18.355,,side-1
1243,1,1734.7,1216.0,0,,,4.147,17.323,,side-1
1244,1,1737.9,1160.4,0,,,4.124,18.403,,side-1
1245,1,1731.7,1127.4,0,,,4.067,19.098,,side-1
1246,1,1734.0,1110.5,0,,,4.065,19.472,,side-1
1247,1,1731.0,1094.2,0,,,4.036,19.842,,side-1
1248,1,1731.3,1080.0,0,,,4.025,20.177,,side-1
1249,1,1730.9,1068.4,0,,,4.012,20.458,,side-1
1250,1,1720.1,1047.4,0,,,3.932,20.981,,side-1
1251,1,1723.8,1054.8,0,,,3.960,20.795,,side-1
1252,0,,,0,,,,,,lost
1253,1,1760.6,1062.0,0,,,4.171,20.616,,side-1
1254,1,1776.0,1062.1,0,,,4.257,20.614,,side-1
1255,1,1785.0,1078.4,0,,,4.317,20.217,,side-1
1256,1,1812.7,1100.1,1,2098.8,2056.5,4.584,14.430,1.252,both (3D)
1257,1,1830.0,1128.6,1,1941.1,1623.7,4.776,12.756,1.543,both (3D)
1258,1,1854.8,1162.5,1,1894.1,1513.0,4.877,12.100,1.587,both (3D)
1259,1,1886.5,1219.5,1,1874.4,1439.4,4.955,11.447,1.561,both (3D)
1260,0,,,1,1810.3,1388.2,5.283,6.302,,side-2
1261,1,1934.0,1369.4,1,1822.6,1336.5,5.105,10.158,1.446,both (3D)
1262,1,1963.5,1462.5,1,1810.3,1312.0,5.167,9.578,1.344,both (3D)
1263,1,1995.0,1582.4,1,1770.4,1280.1,5.277,8.882,1.237,both (3D)
1264,1,2023.1,1734.5,1,1778.8,1282.1,5.300,8.252,1.042,both (3D)
1265,1,2055.0,1890.1,1,1778.2,1277.1,5.339,7.635,0.875,both (3D)
1266,1,2095.5,2082.6,1,1765.8,1258.5,5.406,6.887,0.726,both (3D)
1267,0,,,1,1758.6,1256.3,5.535,4.403,,side-2
1268,0,,,1,1750.4,1262.6,5.570,4.501,,side-2
1269,1,1581.0,1151.2,1,1742.5,1270.2,3.319,18.587,,side-1
1270,1,1590.7,1165.7,1,1737.8,1277.4,3.389,18.292,,side-1
1271,0,,,1,1727.3,1154.3,5.729,2.622,,side-2
1272,1,1499.9,1562.2,1,1725.0,1098.8,3.464,12.443,,side-1
1273,1,1519.9,1560.9,1,1714.4,1073.5,3.536,12.456,,side-1
1274,1,2133.0,1036.5,0,,,6.284,21.284,,side-1
1275,1,2138.2,1041.6,1,1709.4,1018.7,5.558,10.069,2.448,both (3D)
1276,0,,,1,1711.2,1031.4,5.897,-0.016,,side-2
1277,1,2137.5,1035.0,1,1690.4,1007.3,5.585,10.054,2.476,both (3D)
1278,0,,,1,1673.8,991.8,6.149,-1.034,,side-2
1279,0,,,1,1586.2,978.7,6.685,-1.430,,side-2
1280,1,2518.7,2071.7,0,,,6.617,8.338,,side-1
1281,1,2531.2,1887.8,1,1515.0,1023.8,6.831,9.546,,side-1
1282,1,2533.2,1736.8,1,1560.4,983.3,6.248,6.463,1.755,both (3D)
1283,1,2534.9,1592.7,1,1422.8,1052.0,7.225,12.107,,side-1
1284,1,2535.9,1500.7,1,1495.5,998.1,6.403,7.491,1.934,both (3D)
1285,1,2537.2,1413.6,1,1349.1,1119.8,6.705,8.801,1.776,both (3D)
1286,1,2540.9,1345.6,1,1398.7,1074.6,6.613,8.717,1.949,both (3D)
1287,1,2542.1,1295.3,1,1347.2,1126.5,6.713,9.303,1.921,both (3D)
1288,1,2539.7,1243.8,0,,,7.954,16.834,,side-1
1289,1,2538.6,1236.6,1,1238.3,1241.2,6.893,10.335,1.824,both (3D)
1290,1,2541.9,1220.9,1,1178.3,1337.9,6.993,10.922,1.711,both (3D)
1291,0,,,1,1116.7,1405.0,8.109,6.357,,side-2
1292,1,2616.3,1307.7,1,1097.7,1449.5,7.248,10.977,1.403,both (3D)
1293,1,2695.9,1418.6,1,1098.7,1432.5,7.384,10.318,1.236,both (3D)
1294,1,2786.1,1556.1,1,1179.2,1264.4,7.360,8.845,1.322,both (3D)
1295,1,2876.3,1703.9,1,1180.2,1258.8,7.473,8.190,1.150,both (3D)
1296,1,2974.1,1889.2,1,1175.8,1262.7,7.597,7.528,0.931,both (3D)
1297,1,3095.6,2123.9,1,1174.3,1261.7,7.725,6.758,0.697,both (3D)
1298,1,3107.1,2126.8,1,1187.3,1257.4,7.707,6.691,0.710,both (3D)
1299,0,,,1,1200.8,1262.3,8.079,4.332,,side-2
1300,0,,,1,1219.4,1269.6,7.976,4.455,,side-2
1301,0,,,1,1230.6,1168.8,8.183,2.716,,side-2
1302,0,,,0,,,,,,lost
1303,0,,,1,1224.5,1064.7,8.539,0.540,,side-2
1304,0,,,1,1884.8,2074.7,5.026,12.128,,side-2
